x,kt2,mu2,time_per_call_ns
0.7,10,2000,1082
0.7,10,5000,1084
0.7,20,4,1093
0.7,20,5,1010
0.7,20,10,994
0.7,20,20,1240
0.7,20,50,2283
0.7,20,100,948
0.7,20,200,1385
0.7,20,500,1026
0.7,20,1000,990
0.7,20,2000,1082
0.7,20,5000,1070
0.7,50,4,1040
0.7,50,5,1060
0.7,50,10,1012
0.7,50,20,1101
0.7,50,50,1100
0.7,50,100,977
0.7,50,200,1103
0.7,50,500,1070
0.7,50,1000,1003
0.7,50,2000,1108
0.7,50,5000,1114
0.7,100,4,997
0.7,100,5,1088
0.7,100,10,984
0.7,100,20,1052
0.7,100,50,1047
0.7,100,100,950
0.7,100,200,1112
0.7,100,500,1063
0.7,100,1000,1351
0.7,100,2000,1049
0.7,100,5000,1087
0.7,200,4,1051
0.7,200,5,1034
0.7,200,10,984
0.7,200,20,1115
0.7,200,50,1058
0.7,200,100,947
0.7,200,200,1081
0.7,200,500,1122
0.7,200,1000,1119
0.7,200,2000,1091
0.7,200,5000,1101
0.7,500,4,1020
0.7,500,5,1056
0.7,500,10,952
0.7,500,20,1057
0.7,500,50,1062
0.7,500,100,979
0.7,500,200,1072
0.7,500,500,1075
0.7,500,1000,1015
0.7,500,2000,1113
0.7,500,5000,1414
0.7,1000,4,1008
0.7,1000,5,1039
0.7,1000,10,1011
0.7,1000,20,1129
0.7,1000,50,1067
0.7,1000,100,969
0.7,1000,200,29807
0.7,1000,500,1020
0.7,1000,1000,1020
0.7,1000,2000,1070
0.7,1000,5000,1078
0.7,2000,4,983
0.7,2000,5,1012
0.7,2000,10,940
0.7,2000,20,1004
0.7,2000,50,998
0.7,2000,100,921
0.7,2000,200,1021
0.7,2000,500,976
0.7,2000,1000,927
0.7,2000,2000,1037
0.7,2000,5000,1040
0.7,5000,4,1052
0.7,5000,5,1123
0.7,5000,10,1203
0.7,5000,20,1084
0.7,5000,50,1051
0.7,5000,100,970
0.7,5000,200,1119
0.7,5000,500,1063
0.7,5000,1000,994
0.7,5000,2000,1124
0.7,5000,5000,1102
0.8,1,4,1002
0.8,1,5,1007
0.8,1,10,993
0.8,1,20,1017
0.8,1,50,1023
0.8,1,100,960
0.8,1,200,1066
0.8,1,500,1033
0.8,1,1000,950
0.8,1,2000,1037
0.8,1,5000,1055
0.8,2,4,948
0.8,2,5,968
0.8,2,10,877
0.8,2,20,991
0.8,2,50,964
0.8,2,100,1147
0.8,2,200,978
0.8,2,500,979
0.8,2,1000,887
0.8,2,2000,1011
0.8,2,5000,988
0.8,5,4,992
0.8,5,5,1048
0.8,5,10,973
0.8,5,20,1076
0.8,5,50,1067
0.8,5,100,949
0.8,5,200,1042
0.8,5,500,1032
0.8,5,1000,1009
0.8,5,2000,1058
0.8,5,5000,1078
0.8,10,4,965
0.8,10,5,992
0.8,10,10,1027
0.8,10,20,1146
0.8,10,50,1017
0.8,10,100,920
0.8,10,200,1018
0.8,10,500,1000
0.8,10,1000,1221
0.8,10,2000,1039
0.8,10,5000,1021
0.8,20,4,987
0.8,20,5,976
0.8,20,10,937
0.8,20,20,1043
0.8,20,50,1004
0.8,20,100,1035
0.8,20,200,1039
0.8,20,500,1098
0.8,20,1000,1005
0.8,20,2000,1055
0.8,20,5000,1042
0.8,50,4,1009
0.8,50,5,1017
0.8,50,10,981
0.8,50,20,1037
0.8,50,50,1031
0.8,50,100,954
0.8,50,200,1062
0.8,50,500,1027
0.8,50,1000,994
0.8,50,2000,1049
0.8,50,5000,1076
0.8,100,4,1276
0.8,100,5,1030
0.8,100,10,920
0.8,100,20,1013
0.8,100,50,1009
0.8,100,100,891
0.8,100,200,1016
0.8,100,500,990
0.8,100,1000,944
0.8,100,2000,1132
0.8,100,5000,1012
0.8,200,4,996
0.8,200,5,1040
0.8,200,10,958
0.8,200,20,1038
0.8,200,50,1014
0.8,200,100,945
0.8,200,200,1039
0.8,200,500,1027
0.8,200,1000,978
0.8,200,2000,1045
0.8,200,5000,1046
0.8,500,4,980
0.8,500,5,992
0.8,500,10,935
0.8,500,20,1289
0.8,500,50,1056
0.8,500,100,901
0.8,500,200,1051
0.8,500,500,1439
0.8,500,1000,1482
0.8,500,2000,1025
0.8,500,5000,1048
0.8,1000,4,981
0.8,1000,5,1027
0.8,1000,10,965
0.8,1000,20,1064
0.8,1000,50,1023
0.8,1000,100,925
0.8,1000,200,1070
0.8,1000,500,1024
0.8,1000,1000,976
0.8,1000,2000,1045
0.8,1000,5000,1046
0.8,2000,4,956
0.8,2000,5,965
0.8,2000,10,901
0.8,2000,20,1037
0.8,2000,50,964
0.8,2000,100,872
0.8,2000,200,1352
0.8,2000,500,923
0.8,2000,1000,891
0.8,2000,2000,1002
0.8,2000,5000,1012
0.8,5000,4,1001
0.8,5000,5,1022
0.8,5000,10,964
0.8,5000,20,1060
0.8,5000,50,1018
0.8,5000,100,949
0.8,5000,200,1053
0.8,5000,500,1014
0.8,5000,1000,972
0.8,5000,2000,1081
0.8,5000,5000,1067
