x,kt2,mu2,time_per_call_ns
0.7,2000,50,855
0.7,2000,100,805
0.7,2000,200,855
0.7,2000,500,836
0.7,2000,1000,800
0.7,2000,2000,863
0.7,2000,5000,862
0.7,5000,4,894
0.7,5000,5,908
0.7,5000,10,860
0.7,5000,20,1064
0.7,5000,50,907
0.7,5000,100,834
0.7,5000,200,914
0.7,5000,500,898
0.7,5000,1000,853
0.7,5000,2000,968
0.7,5000,5000,947
0.8,1,4,839
0.8,1,5,844
0.8,1,10,987
0.8,1,20,1083
0.8,1,50,855
0.8,1,100,807
0.8,1,200,862
0.8,1,500,871
0.8,1,1000,820
0.8,1,2000,1042
0.8,1,5000,895
0.8,2,4,770
0.8,2,5,777
0.8,2,10,749
0.8,2,20,849
0.8,2,50,773
0.8,2,100,700
0.8,2,200,816
0.8,2,500,762
0.8,2,1000,754
0.8,2,2000,829
0.8,2,5000,861
0.8,5,4,845
0.8,5,5,876
0.8,5,10,835
0.8,5,20,882
0.8,5,50,925
0.8,5,100,865
0.8,5,200,924
0.8,5,500,876
0.8,5,1000,805
0.8,5,2000,898
0.8,5,5000,970
0.8,10,4,924
0.8,10,5,821
0.8,10,10,772
0.8,10,20,842
0.8,10,50,855
0.8,10,100,826
0.8,10,200,854
0.8,10,500,817
0.8,10,1000,794
0.8,10,2000,838
0.8,10,5000,873
0.8,20,4,941
0.8,20,5,852
0.8,20,10,784
0.8,20,20,908
0.8,20,50,831
0.8,20,100,753
0.8,20,200,861
0.8,20,500,841
0.8,20,1000,773
0.8,20,2000,877
0.8,20,5000,902
0.8,50,4,918
0.8,50,5,854
0.8,50,10,839
0.8,50,20,914
0.8,50,50,885
0.8,50,100,776
0.8,50,200,1035
0.8,50,500,959
0.8,50,1000,972
0.8,50,2000,1044
0.8,50,5000,933
0.8,100,4,807
0.8,100,5,1603
0.8,100,10,1373
0.8,100,20,835
0.8,100,50,829
0.8,100,100,788
0.8,100,200,844
0.8,100,500,831
0.8,100,1000,770
0.8,100,2000,851
0.8,100,5000,918
0.8,200,4,956
0.8,200,5,868
0.8,200,10,809
0.8,200,20,897
0.8,200,50,842
0.8,200,100,779
0.8,200,200,897
0.8,200,500,866
0.8,200,1000,836
0.8,200,2000,879
0.8,200,5000,934
0.8,500,4,893
0.8,500,5,822
0.8,500,10,953
0.8,500,20,1012
0.8,500,50,820
0.8,500,100,735
0.8,500,200,946
0.8,500,500,831
0.8,500,1000,773
0.8,500,2000,878
0.8,500,5000,892
0.8,1000,4,855
0.8,1000,5,873
0.8,1000,10,815
0.8,1000,20,891
0.8,1000,50,886
0.8,1000,100,793
0.8,1000,200,920
0.8,1000,500,882
0.8,1000,1000,797
0.8,1000,2000,956
0.8,1000,5000,944
0.8,2000,4,801
0.8,2000,5,897
0.8,2000,10,784
0.8,2000,20,800
0.8,2000,50,788
0.8,2000,100,733
0.8,2000,200,836
0.8,2000,500,776
0.8,2000,1000,727
0.8,2000,2000,820
0.8,2000,5000,878
0.8,5000,4,1052
0.8,5000,5,854
0.8,5000,10,888
0.8,5000,20,888
0.8,5000,50,877
0.8,5000,100,822
0.8,5000,200,875
0.8,5000,500,877
0.8,5000,1000,1019
0.8,5000,2000,902
0.8,5000,5000,890
