x,kt2,mu2,time_per_call_ns
0.7,1,100,3910
0.7,1,200,3774
0.7,1,500,3814
0.7,1,1000,3858
0.7,1,2000,4311
0.7,1,5000,3905
0.7,2,4,3780
0.7,2,5,3848
0.7,2,10,3963
0.7,2,20,3991
0.7,2,50,3824
0.7,2,100,4280
0.7,2,200,3951
0.7,2,500,4190
0.7,2,1000,3894
0.7,2,2000,3868
0.7,2,5000,3897
0.7,5,4,4186
0.7,5,5,3801
0.7,5,10,3789
0.7,5,20,3851
0.7,5,50,3905
0.7,5,100,3805
0.7,5,200,3827
0.7,5,500,4338
0.7,5,1000,3823
0.7,5,2000,3795
0.7,5,5000,3897
0.7,10,4,3955
0.7,10,5,3797
0.7,10,10,3998
0.7,10,20,4160
0.7,10,50,3914
0.7,10,100,3839
0.7,10,200,3846
0.7,10,500,3814
0.7,10,1000,4373
0.7,10,2000,4172
0.7,10,5000,4186
0.7,20,4,3871
0.7,20,5,3801
0.7,20,10,3741
0.7,20,20,4025
0.7,20,50,4153
0.7,20,100,4117
0.7,20,200,3779
0.7,20,500,3844
0.7,20,1000,4063
0.7,20,2000,3771
0.7,20,5000,3848
0.7,50,4,4094
0.7,50,5,3837
0.7,50,10,3721
0.7,50,20,3919
0.7,50,50,3888
0.7,50,100,3935
0.7,50,200,3884
0.7,50,500,4428
0.7,50,1000,4074
0.7,50,2000,33206
0.7,50,5000,3798
0.7,100,4,3744
0.7,100,5,3847
0.7,100,10,4178
0.7,100,20,3716
0.7,100,50,3812
0.7,100,100,3849
0.7,100,200,3683
0.7,100,500,3692
0.7,100,1000,3888
0.7,100,2000,4285
0.7,100,5000,3711
0.7,200,4,3878
0.7,200,5,3812
0.7,200,10,3878
0.7,200,20,3813
0.7,200,50,3876
0.7,200,100,4272
0.7,200,200,3795
0.7,200,500,3751
0.7,200,1000,3891
0.7,200,2000,3899
0.7,200,5000,3851
0.7,500,4,4071
0.7,500,5,3907
0.7,500,10,3823
0.7,500,20,3760
0.7,500,50,3810
0.7,500,100,3862
0.7,500,200,3946
0.7,500,500,3965
0.7,500,1000,3755
0.7,500,2000,3929
0.7,500,5000,3794
0.7,1000,4,3738
0.7,1000,5,3871
0.7,1000,10,3745
0.7,1000,20,4259
0.7,1000,50,3801
0.7,1000,100,3847
0.7,1000,200,3836
0.7,1000,500,3807
0.7,1000,1000,3807
0.7,1000,2000,4247
0.7,1000,5000,4197
0.7,2000,4,3764
0.7,2000,5,3859
0.7,2000,10,4048
0.7,2000,20,4072
0.7,2000,50,3900
0.7,2000,100,4170
0.7,2000,200,3902
0.7,2000,500,4946
0.7,2000,1000,3977
0.7,2000,2000,3845
0.7,2000,5000,3941
0.7,5000,4,4187
0.7,5000,5,3899
0.7,5000,10,3874
0.7,5000,20,3891
0.7,5000,50,3779
0.7,5000,100,3883
0.7,5000,200,3937
0.7,5000,500,3951
0.7,5000,1000,3835
0.7,5000,2000,3857
0.7,5000,5000,4042
0.8,1,4,3629
0.8,1,5,3728
0.8,1,10,4064
0.8,1,20,4090
0.8,1,50,3803
0.8,1,100,3929
0.8,1,200,3945
0.8,1,500,3872
0.8,1,1000,3719
0.8,1,2000,4253
0.8,1,5000,3838
0.8,2,4,3772
0.8,2,5,3758
0.8,2,10,3779
0.8,2,20,3827
0.8,2,50,32578
0.8,2,100,4181
0.8,2,200,3777
0.8,2,500,3778
0.8,2,1000,3817
0.8,2,2000,3894
0.8,2,5000,4644
0.8,5,4,4035
0.8,5,5,3726
0.8,5,10,3766
0.8,5,20,3795
0.8,5,50,3923
0.8,5,100,3719
0.8,5,200,3891
0.8,5,500,4266
0.8,5,1000,3924
0.8,5,2000,3687
0.8,5,5000,3901
0.8,10,4,3902
0.8,10,5,4006
0.8,10,10,4014
0.8,10,20,3889
0.8,10,50,3969
0.8,10,100,3709
0.8,10,200,3692
0.8,10,500,3716
0.8,10,1000,3881
0.8,10,2000,4153
0.8,10,5000,3749
0.8,20,4,3713
0.8,20,5,3860
0.8,20,10,3628
0.8,20,20,3725
0.8,20,50,3741
0.8,20,100,4251
0.8,20,200,3773
0.8,20,500,3782
0.8,20,1000,5144
0.8,20,2000,3804
0.8,20,5000,3755
0.8,50,4,4181
0.8,50,5,3899
0.8,50,10,3699
0.8,50,20,3745
0.8,50,50,3958
0.8,50,100,3887
0.8,50,200,3744
0.8,50,500,4056
0.8,50,1000,3899
0.8,50,2000,3940
0.8,50,5000,3713
0.8,100,4,3664
0.8,100,5,3779
0.8,100,10,3645
0.8,100,20,4100
0.8,100,50,3639
0.8,100,100,4206
0.8,100,200,3712
0.8,100,500,3624
0.8,100,1000,3658
0.8,100,2000,4108
0.8,100,5000,3842
0.8,200,4,3651
0.8,200,5,3690
0.8,200,10,3747
0.8,200,20,3854
0.8,200,50,3685
0.8,200,100,4262
0.8,200,200,3746
0.8,200,500,4617
0.8,200,1000,4284
0.8,200,2000,4077
0.8,200,5000,3976
0.8,500,4,3882
0.8,500,5,3816
0.8,500,10,3675
0.8,500,20,3844
0.8,500,50,3672
0.8,500,100,3691
0.8,500,200,3781
0.8,500,500,4150
0.8,500,1000,3735
0.8,500,2000,3687
0.8,500,5000,3700
0.8,1000,4,34943
0.8,1000,5,3732
0.8,1000,10,3596
0.8,1000,20,4221
0.8,1000,50,3868
0.8,1000,100,3794
0.8,1000,200,3721
0.8,1000,500,3743
0.8,1000,1000,3858
0.8,1000,2000,3696
0.8,1000,5000,4296
0.8,2000,4,3674
0.8,2000,5,3831
0.8,2000,10,3698
0.8,2000,20,3805
0.8,2000,50,3754
0.8,2000,100,4352
0.8,2000,200,3736
0.8,2000,500,3673
0.8,2000,1000,3804
0.8,2000,2000,3754
0.8,2000,5000,3744
0.8,5000,4,3767
0.8,5000,5,4426
0.8,5000,10,3618
0.8,5000,20,3797
0.8,5000,50,3953
0.8,5000,100,3840
0.8,5000,200,5091
0.8,5000,500,3836
0.8,5000,1000,4135
0.8,5000,2000,3852
0.8,5000,5000,3708
